bodyPart,equipment,gifUrl,id,name,target
back,cable,https://gymvisual.com/img/p/5/5/4/1/5541.gif,818,twin handle parallel grip lat pulldown,lats
upper legs,body weight,https://gymvisual.com/img/p/6/7/0/1/6701.gif,1466,twist hip lift,glutes
waist,body weight,https://gymvisual.com/img/p/1/4/5/9/9/14599.gif,2802,twisted leg raise,abs
waist,body weight,https://gymvisual.com/img/p/1/4/5/9/9/14599.gif,2801,twisted leg raise (female),abs
back,body weight,https://gymvisual.com/img/p/1/2/9/6/9/12969.gif,3231,two toe touch (male),spine
back,body weight,https://gymvisual.com/img/p/9/1/2/9/9129.gif,1365,upper back stretch,upper back
back,body weight,https://gymvisual.com/img/p/6/6/2/9/6629.gif,1366,upward facing dog,spine
waist,body weight,https://gymvisual.com/img/p/1/3/7/7/3/13773.gif,3420,v-sit on floor,abs
waist,body weight,https://gymvisual.com/img/p/2/3/8/4/7/23847.gif,826,vertical leg raise (on parallel bars),abs
cardio,elliptical machine,https://gymvisual.com/img/p/1/8/3/3/2/18332.gif,2141,walk elliptical cross trainer,cardiovascular system
cardio,body weight,https://gymvisual.com/img/p/1/4/7/4/5/14745.gif,3655,walking high knees lunge,cardiovascular system
upper legs,body weight,https://gymvisual.com/img/p/2/9/2/8/6/29286.gif,1460,walking lunge,glutes
cardio,leverage machine,https://gymvisual.com/img/p/1/4/4/5/7/14457.gif,3666,walking on incline treadmill,cardiovascular system
cardio,stepmill machine,https://gymvisual.com/img/p/1/0/6/7/3/10673.gif,2311,walking on stepmill,cardiovascular system
upper arms,weighted,https://gymvisual.com/img/p/5/5/5/2/5552.gif,830,weighted bench dip,triceps
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/2987.gif,2987,weighted close grip chin-up on dip cage,lats
upper legs,weighted,https://gymvisual.com/img/p/1/4/7/4/2/14742.gif,3643,weighted cossack squats (male),glutes
waist,weighted,https://gymvisual.com/img/p/2/1/5/4/9/21549.gif,832,weighted crunch,abs
waist,weighted,https://gymvisual.com/img/p/1/4/7/5/2/14752.gif,3670,weighted decline sit-up,abs
lower legs,weighted,https://gymvisual.com/img/p/5/5/5/5/5555.gif,833,weighted donkey calf raise,calves
chest,weighted,https://gymvisual.com/img/p/6/5/7/7/6577.gif,1310,weighted drop push up,pectorals
waist,weighted,https://gymvisual.com/img/p/1/4/5/8/9/14589.gif,2135,weighted front plank,abs
shoulders,weighted,https://gymvisual.com/img/p/3/3/1/2/0/33120.gif,834,weighted front raise,delts
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0866.gif,866,weighted hanging leg-hip raise,abs
back,weighted,https://gymvisual.com/img/p/5/5/5/7/5557.gif,835,weighted hyperextension (on stability ball),spine
shoulders,weighted,https://gymvisual.com/img/p/1/4/7/4/0/14740.gif,3641,weighted kneeling step with swing,delts
upper legs,weighted,https://gymvisual.com/img/p/1/4/7/4/3/14743.gif,3644,weighted lunge with swing,glutes
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3286.gif,3286,weighted muscle up,lats
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3312.gif,3312,weighted muscle up (on bar),lats
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3290.gif,3290,weighted one hand pull up,lats
waist,weighted,https://gymvisual.com/img/p/5/5/6/2/5562.gif,840,weighted overhead crunch (on stability ball),abs
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/0841.gif,841,weighted pull-up,lats
shoulders,weighted,https://gymvisual.com/img/p/5/5/6/6/5566.gif,844,weighted round arm,delts
waist,weighted,https://gymvisual.com/img/p/2/7/1/5/7/27157.gif,846,weighted russian twist,abs
waist,weighted,https://gymvisual.com/img/p/5/5/6/7/5567.gif,845,weighted russian twist (legs up),abs
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/2371.gif,2371,weighted russian twist v. 2,abs
upper arms,medicine ball,https://gymvisual.com/img/p/5/5/6/9/5569.gif,847,weighted seated bicep curl  (on stability ball),biceps
waist,weighted,https://gymvisual.com/img/p/5/5/7/1/5571.gif,849,weighted seated twist (on stability ball),abs
waist,weighted,https://gymvisual.com/img/p/5/5/7/2/5572.gif,850,weighted side bend (on stability ball),abs
upper legs,weighted,https://gymvisual.com/img/p/1/8/5/2/8/18528.gif,851,weighted sissy squat,quads
upper legs,weighted,https://gymvisual.com/img/p/2/7/1/5/9/27159.gif,852,weighted squat,glutes
upper arms,weighted,https://gymvisual.com/img/p/1/8/3/3/4/18334.gif,853,weighted standing curl,biceps
lower arms,weighted,https://gymvisual.com/img/p/5/5/7/6/5576.gif,854,weighted standing hand squeeze,forearms
chest,weighted,https://gymvisual.com/img/p/1/3/2/0/1/13201.gif,3313,weighted straight bar dip,pectorals
upper legs,weighted,https://gymvisual.com/img/p/1/4/7/4/1/14741.gif,3642,weighted stretch lunge,glutes
chest,weighted,https://gymvisual.com/img/p/2/7/1/6/3/27163.gif,856,weighted svend press,pectorals
upper arms,weighted,https://gymvisual.com/img/p/7/5/5/8/7558.gif,1754,weighted three bench dips,triceps
upper arms,weighted,https://gymvisual.com/img/p/7/5/5/9/7559.gif,1755,weighted tricep dips,triceps
upper arms,weighted,https://gymvisual.com/img/p/7/6/0/6/7606.gif,1767,weighted triceps dip on high parallel bars,triceps
waist,wheel roller,http://d205bpvrqc9yn1.cloudfront.net/0857.gif,857,wheel rollerout,abs
cardio,body weight,https://gymvisual.com/img/p/1/4/7/3/6/14736.gif,3637,wheel run,cardiovascular system
back,body weight,https://gymvisual.com/img/p/1/8/3/3/5/18335.gif,1429,wide grip pull-up,lats
back,body weight,https://gymvisual.com/img/p/1/8/3/3/6/18336.gif,1367,wide grip rear pull-up,lats
chest,body weight,https://gymvisual.com/img/p/1/6/8/9/3/16893.gif,1311,wide hand push up,pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/2363.gif,2363,wide-grip chest dip on high parallel bars,pectorals
waist,body weight,https://gymvisual.com/img/p/5/5/8/0/5580.gif,858,wind sprints,abs
upper legs,body weight,https://gymvisual.com/img/p/7/0/7/1/7071.gif,1604,world greatest stretch,hamstrings
lower arms,body weight,https://gymvisual.com/img/p/2/1/5/9/5/21595.gif,1428,wrist circles,forearms
lower arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/0859.gif,859,wrist rollerer,forearms
